Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
-2326.128173828125,-3629819.5,24.0,0.0,1.4191138744354248,0.18293948471546173,1.0,1.0161640644073486,1.0161640644073486,1.0161640644073486,0.0706130787730217,0.0003000000142492354,1.000176191329956,10000.0,0.0013807188952341676,0.0013807188952341676,0.1791153848171234,1835107352576.0,1835107352576.0,-0.18807703256607056,1837574651904.0,1837574651904.0,0.007361741736531258,47.50517654418945,45.83626174926758,1.6679112911224365,47.504173278808594,210.5078125,0.0
-2197.082275390625,-3606847.0,24.0,1.0,1.4190376996994019,0.16223596036434174,1.0,1.0036650896072388,1.0036650896072388,1.0036650896072388,0.020948192104697227,0.0003000000142492354,1.0001015663146973,20000.0,0.002741660224273801,0.0013609413290396333,0.010765478014945984,1848798216192.0,13690863616.0,2.6086344718933105,1851175731200.0,13601079296.0,-2.6998469829559326,93.348876953125,44.55204391479492,1.2218050956726074,45.77384948730469,218.46534729003906,0.0
-2379.3564453125,-3623657.5,24.0,2.0,1.418922781944275,0.1580873280763626,1.0,0.9907433390617371,0.9907433390617371,0.9907433390617371,0.02266230620443821,0.0003000000142492354,0.9999889135360718,30000.0,0.0027202905621379614,-2.1369662135839462e-05,0.010897699743509293,1873152835584.0,24354619392.0,5.670267581939697,1875661553664.0,24485822464.0,-5.651374816894531,130.75772094726562,36.014686584472656,1.3370041847229004,37.351688385009766,267.7254943847656,0.0
-2323.597412109375,-3610927.0,24.0,3.0,1.4188677072525024,0.174787238240242,1.0,1.0006765127182007,1.0006765127182007,1.0006765127182007,0.03902124613523483,0.0003000000142492354,0.9999359846115112,40000.0,-0.0016499394550919533,-0.004370230017229915,-0.19771872460842133,1863320862720.0,-9831972864.0,8.526790618896484,1865795633152.0,-9865920512.0,-8.46369743347168,167.06048583984375,34.81462478637695,1.4252169132232666,36.239845275878906,275.93939208984375,0.0
-2366.496826171875,-3590332.75,24.0,4.0,1.4190007448196411,0.15583766996860504,1.0,1.0029317140579224,1.0029317140579224,1.0029317140579224,0.03167685493826866,0.0003000000142492354,1.0000709295272827,50000.0,0.007406285498291254,0.009056224953383207,0.1234360933303833,1867260887040.0,3940024320.0,10.515632629394531,1869755973632.0,3960340480.0,-10.354507446289062,197.12245178222656,28.651161193847656,1.3434913158416748,29.994653701782227,333.39276123046875,0.0
-2336.6435546875,-3613742.0,24.0,5.0,1.418914794921875,0.16838191449642181,1.0,1.000930905342102,1.000930905342102,1.000930905342102,0.025735002011060715,0.0003000000142492354,0.9999868273735046,60000.0,0.004120499361306429,-0.003285786136984825,0.020270906388759613,1866196189184.0,-1064697856.0,11.913990020751953,1868648677376.0,-1107296256.0,-11.754843711853027,226.7172393798828,28.40486717224121,1.1340839862823486,29.538951873779297,338.5360412597656,0.0
-2400.891357421875,-3702101.5,24.0,6.0,1.418937087059021,0.16770175099372864,1.0,0.998042106628418,0.998042106628418,0.998042106628418,0.023438481613993645,0.0003000000142492354,1.000010371208191,70000.0,0.006153573282063007,0.0020330739207565784,-0.25481024384498596,1871590457344.0,5394268160.0,13.164769172668457,1874115952640.0,5467275264.0,-13.027565002441406,256.85174560546875,28.8558349609375,1.22642183303833,30.082256317138672,332.421875,0.0
-2411.30615234375,-3656648.0,24.0,7.0,1.4188865423202515,0.19166122376918793,1.0,1.000337839126587,1.000337839126587,1.000337839126587,0.030658995732665062,0.0003000000142492354,0.9999622106552124,80000.0,0.0011827725684270263,-0.004970800713635981,-0.12216787785291672,1883107885056.0,11517427712.0,14.317673683166504,1885631938560.0,11515985920.0,-14.21157169342041,300.8189392089844,42.590675354003906,1.3226804733276367,43.91335678100586,227.72116088867188,0.0
-2403.853271484375,-3660426.0,24.0,8.0,1.418772578239441,0.2044471651315689,1.0,0.9960845708847046,0.9960845708847046,0.9960845708847046,0.04442722350358963,0.0003000000142492354,0.9998518824577332,90000.0,-0.0006555565632879734,-0.0018383291317149997,0.518243134021759,1895016169472.0,11908284416.0,15.213045120239258,1897445720064.0,11813781504.0,-15.1184720993042,346.37030029296875,44.14573669433594,1.344343900680542,45.490081787109375,219.82814025878906,0.0
-2170.11083984375,-3638680.0,24.0,9.0,1.4187109470367432,0.1743798553943634,1.0,0.9972394704818726,0.9972394704818726,0.9972394704818726,0.046805206686258316,0.0003000000142492354,0.9997926950454712,100000.0,0.0028257204685360193,0.0034812770318239927,0.11136433482170105,1900778094592.0,5761925120.0,16.15226936340332,1903232942080.0,5787222016.0,-16.074588775634766,389.34979248046875,41.709293365478516,1.211148738861084,42.92044448852539,232.9892120361328,0.0
-2273.051025390625,-3627838.0,24.0,10.0,1.418622374534607,0.23810292780399323,1.0,1.0102323293685913,1.0102323293685913,1.0102323293685913,0.028451712802052498,0.0003000000142492354,0.9997062683105469,110000.0,0.0014144876040518284,-0.001411232864484191,-0.07422159612178802,1890119319552.0,-10658775040.0,17.0623779296875,1892607590400.0,-10625351680.0,-16.99837875366211,420.76312255859375,30.251218795776367,1.0952823162078857,31.34650230407715,319.0148620605469,0.0
-2068.340576171875,-3634615.75,24.0,11.0,1.4184664487838745,0.15581786632537842,1.0,0.9991248250007629,0.9991248250007629,0.9991248250007629,0.030524976551532745,0.0003000000142492354,0.9995526075363159,120000.0,-0.004363364540040493,-0.005777852144092321,-0.09200305491685867,1890101493760.0,-17825792.0,17.83404541015625,1892488577024.0,-119013376.0,-17.77118682861328,451.2778015136719,29.332605361938477,1.1277992725372314,30.460403442382812,328.2950439453125,0.0
-2230.180419921875,-3725763.25,24.0,12.0,1.4184077978134155,0.18038611114025116,1.0,1.0056202411651611,1.0056202411651611,1.0056202411651611,0.05479472875595093,0.0003000000142492354,0.9994969367980957,130000.0,0.008356769569218159,0.012720134109258652,0.1084156483411789,1925693440000.0,35591946240.0,18.78102684020996,1928129282048.0,35640705024.0,-18.73358726501465,481.8039855957031,29.35375213623047,1.1050102710723877,30.458763122558594,328.312744140625,0.0
