Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
-2245.67041015625,-3658375.0,24.0,0.0,1.418959379196167,0.2205057144165039,1.0,1.0003985166549683,1.0003985166549683,1.0003985166549683,0.027272038161754608,0.0003000000142492354,1.0000219345092773,10000.0,0.004217515699565411,0.004217515699565411,-0.07737601548433304,1880825528320.0,1880825528320.0,-0.6731857061386108,1883311702016.0,1883311702016.0,-0.25202545523643494,40.13300704956055,38.750431060791016,1.3811273574829102,40.13155746459961,249.1804656982422,0.0
-2209.83984375,-3633225.5,24.0,1.0,1.4188109636306763,0.14241302013397217,1.0,1.000615119934082,1.000615119934082,1.000615119934082,0.020314453169703484,0.0003000000142492354,0.999874472618103,20000.0,-0.0010960220824927092,-0.00531353778205812,0.4039306044578552,1882384367616.0,1558839296.0,2.251678228378296,1884888104960.0,1576402944.0,-3.28240704536438,78.50629425048828,36.991065979003906,1.3201518058776855,38.31121826171875,261.0201416015625,0.0
-2227.7275390625,-3599514.25,24.0,2.0,1.4186636209487915,0.18741045892238617,1.0,0.9946871995925903,0.9946871995925903,0.9946871995925903,0.029479840770363808,0.0003000000142492354,0.999728798866272,30000.0,0.0017422694945707917,0.002838291577063501,-0.08687295764684677,1864587935744.0,-17796431872.0,5.42404842376709,1867038851072.0,-17849253888.0,-6.311963081359863,117.44564056396484,37.572017669677734,1.2685863971710205,38.84160232543945,257.4559020996094,0.0
-2274.638671875,-3709204.75,24.0,3.0,1.418555498123169,0.17950396239757538,1.0,1.0050604343414307,1.0050604343414307,1.0050604343414307,0.024100933223962784,0.0003000000142492354,0.9996229410171509,40000.0,-0.001742759020999074,-0.0034850285155698657,0.04528459161520004,1888230965248.0,23643029504.0,8.231768608093262,1890725920768.0,23687069696.0,-8.812394142150879,155.6449737548828,36.669288635253906,1.4674184322357178,38.1367073059082,262.2145690917969,0.0
-2268.977294921875,-3631994.25,24.0,4.0,1.4185035228729248,0.1891811043024063,1.0,1.003727912902832,1.003727912902832,1.003727912902832,0.03131628409028053,0.0003000000142492354,0.9995731115341187,50000.0,0.00655711442232132,0.008299873443320394,-0.18128050863742828,1886760206336.0,-1470758912.0,10.389429092407227,1889269055488.0,-1456865280.0,-10.68769645690918,193.7546844482422,36.65950393676758,1.3982629776000977,38.05776596069336,262.7584533691406,0.0
-2237.54150390625,-3665737.5,24.0,5.0,1.418379783630371,0.13127072155475616,1.0,0.9949385523796082,0.9949385523796082,0.9949385523796082,0.023061012849211693,0.0003000000142492354,0.9994500875473022,60000.0,0.006718794349581003,0.0001616799272596836,-0.13914066553115845,1897187508224.0,10427301888.0,11.780218124389648,1899703435264.0,10434379776.0,-11.957452774047852,232.49803161621094,36.82056427001953,1.8660600185394287,38.68662643432617,258.4872741699219,0.0
-2220.009765625,-3660740.75,24.0,6.0,1.4182536602020264,0.19270867109298706,1.0,0.9938167333602905,0.9938167333602905,0.9938167333602905,0.031675320118665695,0.0003000000142492354,0.9993264079093933,70000.0,0.0070427581667900085,0.00032396381720900536,-0.2469588816165924,1880140414976.0,-17047093248.0,13.07573413848877,1882643103744.0,-17060331520.0,-13.1805419921875,269.8271179199219,35.94832229614258,1.3270761966705322,37.27539825439453,268.2734680175781,0.0
-2151.577392578125,-3639403.25,24.0,7.0,1.4181567430496216,0.19005432724952698,1.0,1.005408525466919,1.005408525466919,1.005408525466919,0.04568992927670479,0.0003000000142492354,0.9992321133613586,80000.0,0.004989009816199541,-0.0020537483505904675,-0.12104032933712006,1893380784128.0,13240369152.0,14.085680961608887,1895878885376.0,13235781632.0,-14.156110763549805,310.06854248046875,38.86357498168945,1.3280119895935059,40.191585540771484,248.80828857421875,0.0
-2095.872314453125,-3706464.0,24.0,8.0,1.4180999994277954,0.2212868630886078,1.0,0.9912115335464478,0.9912115335464478,0.9912115335464478,0.031816478818655014,0.0003000000142492354,0.9991782903671265,90000.0,-0.0014015418710187078,-0.006390551687218249,-0.1208733320236206,1920202440704.0,26821656576.0,15.072206497192383,1922780758016.0,26901872640.0,-15.122601509094238,350.8027648925781,39.04844665527344,1.6314685344696045,40.67991638183594,245.82154846191406,0.0
-2265.512939453125,-3694382.75,24.0,9.0,1.4180107116699219,0.17481018602848053,1.0,1.0012075901031494,1.0012075901031494,1.0012075901031494,0.033193252980709076,0.0003000000142492354,0.9990907907485962,100000.0,0.002395701128989458,0.003797243000008166,-0.24652419984340668,1880969445376.0,-39232995328.0,16.048107147216797,1883535835136.0,-39244922880.0,-16.065521240234375,389.662353515625,37.4129638671875,1.3834984302520752,38.79646301269531,257.7554626464844,0.0
